Country,CCPI
"Taiwan, China",94.5
"Tanzania, United Rep.",7.4
Uganda,70.4
Uganda,70.4
Ukraine,108.1
United States,92.9
South Africa,82.2
Albania,94.0
Austria,92.7
Belgium,93.9
Bulgaria,100.3
Belarus,171.6
Brazil,6069440.8
Canada,93.8
Switzerland,101.3
Chile,88.9
China,87.0
Colombia,88.4
Costa Rica,84.3
Cyprus,97.5
Czech Republic,96.9
Germany,95.1
Denmark,95.0
Dominican Republic,78.4
"Egypt, Arab Rep.",44.0
Spain,97.0
Estonia,94.5
Finland,95.2
France,96.8
United Kingdom,93.8
Greece,101.4
Guatemala,104.4
"Hong Kong SAR, China",80.4
Honduras,231.2
Croatia,95.4
Hungary,89.1
Indonesia,77.4
India,92.4
Ireland,97.2
"Iran, Islamic Rep.",44.1
Iraq,92.5
Iceland,88.2
Israel,97.4
Italy,96.3
Jordan,80.9
Japan,97.8
"Korea, Rep.",93.6
"Lao, PDR",88.7
Sri Lanka,73.6
Lithuania,93.5
Luxembourg,93.7
Latvia,96.4
Mexico,89.7
Nepal,79.5
"Moldova, Rep.",107.7
North Macedonia,96.9
Malta,96.8
Mauritius,86.9
Malaysia,102.4
Nigeria,120.9
Nicaragua,142.3
Netherlands,93.3
Norway,91.8
Peru,73.0
Philippines,84.5
Poland,96.0
Portugal,97.0
Paraguay,78.2
Romania,92.9
Russian Federation,72.3
Singapore,89.4
El Salvador,103.3
Serbia,84.8
Slovakia,94.9
Slovenia,96.2
Sweden,99.4
Thailand,95.1
Trinidad and Tobago,92.7
Turkey,73.9
"Taiwan, China",94.5
"Tanzania, United Rep.",7.3
Uganda,72.9
Uganda,73.0
Ukraine,109.2
United States,93.2
South Africa,82.3
Albania,94.3
Austria,93.1
Belgium,93.9
Bulgaria,100.3
Belarus,192.8
Brazil,6100182.3
Canada,94.4
Switzerland,101.6
Chile,89.2
China,87.0
Colombia,88.5
Costa Rica,84.6
Cyprus,98.3
Czech Republic,96.5
Germany,95.1
Denmark,95.4
Dominican Republic,78.4
"Egypt, Arab Rep.",44.5
Spain,97.0
Estonia,95.1
Finland,95.6
France,96.6
United Kingdom,94.0
Greece,105.8
Guatemala,104.6
"Hong Kong SAR, China",80.5
Honduras,232.5
Croatia,95.1
Hungary,89.0
Indonesia,77.5
India,93.3
Ireland,97.5
"Iran, Islamic Rep.",44.8
Iraq,93.2
Iceland,88.8
Israel,97.4
Italy,96.2
Jordan,81.0
Japan,97.8
"Korea, Rep.",93.5
"Lao, PDR",89.4
Sri Lanka,73.8
Lithuania,94.3
Luxembourg,93.8
Latvia,96.9
Mexico,89.9
Nepal,79.5
"Moldova, Rep.",108.1
North Macedonia,96.9
Malta,96.3
Mauritius,86.7
Malaysia,102.5
Nigeria,122.3
Nicaragua,143.1
Netherlands,93.7
Norway,92.8
Peru,73.3
Philippines,84.6
Poland,96.2
Portugal,98.0
Paraguay,78.0
Romania,93.2
Russian Federation,72.6
Singapore,89.5
El Salvador,103.3
Serbia,84.8
Slovakia,95.2
Slovenia,97.1
Sweden,100.4
Thailand,95.1
Trinidad and Tobago,92.9
Turkey,74.4
"Taiwan, China",94.5
"Tanzania, United Rep.",8.2
Uganda,77.5
Uganda,77.8
Ukraine,109.7
United States,93.4
South Africa,82.5
Albania,94.4
Austria,93.1
Belgium,94.1
Bulgaria,100.4
Belarus,207.8
Brazil,6131057.8
Canada,94.6
Switzerland,101.5
Chile,89.3
China,87.1
Colombia,88.6
Costa Rica,84.9
Cyprus,99.3
Czech Republic,96.6
Germany,95.1
Denmark,95.3
Dominican Republic,78.9
"Egypt, Arab Rep.",44.7
Spain,98.1
Estonia,95.2
Finland,95.9
France,96.7
United Kingdom,94.1
Greece,105.8
Guatemala,104.9
"Hong Kong SAR, China",81.0
Honduras,233.4
Croatia,95.8
Hungary,89.5
Indonesia,77.4
India,94.1
Ireland,97.7
"Iran, Islamic Rep.",45.2
Iraq,93.9
Iceland,89.3
Israel,97.5
Italy,96.7
Jordan,81.4
Japan,97.7
"Korea, Rep.",93.5
"Lao, PDR",89.6
Sri Lanka,74.0
Lithuania,94.3
Luxembourg,94.1
Latvia,97.0
Mexico,90.1
Nepal,79.3
"Moldova, Rep.",109.7
North Macedonia,96.8
Malta,94.8
Mauritius,86.8
Malaysia,102.4
Nigeria,124.0
Nicaragua,144.4
Netherlands,93.8
Norway,92.8
Peru,73.6
Philippines,84.7
Poland,96.4
Portugal,98.6
Paraguay,77.7
Romania,93.5
Russian Federation,72.9
Singapore,89.6
El Salvador,103.4
Serbia,84.9
Slovakia,95.4
Slovenia,97.8
Sweden,100.5
Thailand,95.2
Trinidad and Tobago,93.3
Turkey,76.4
"Taiwan, China",94.7
"Tanzania, United Rep.",8.5
Uganda,78.7
Uganda,78.7
Ukraine,110.3
United States,93.6
South Africa,82.7
Albania,94.5
Austria,93.0
Belgium,94.2
Bulgaria,100.4
Belarus,220.5
Brazil,6158104.4
Canada,94.8
Switzerland,101.3
Chile,89.4
China,87.2
Colombia,88.8
Costa Rica,85.1
Cyprus,98.9
Czech Republic,96.6
Germany,95.1
Denmark,95.2
Dominican Republic,79.1
"Egypt, Arab Rep.",45.0
Spain,98.5
Estonia,95.1
Finland,95.7
France,96.9
United Kingdom,94.2
Greece,105.8
Guatemala,105.3
"Hong Kong SAR, China",81.3
Honduras,234.8
Croatia,96.0
Hungary,89.6
Indonesia,77.8
India,94.9
Ireland,97.7
"Iran, Islamic Rep.",45.7
Iraq,93.8
Iceland,89.4
Israel,97.1
Italy,96.4
Jordan,81.7
Japan,97.3
"Korea, Rep.",93.7
"Lao, PDR",89.7
Sri Lanka,73.5
Lithuania,94.3
Luxembourg,94.2
Latvia,96.9
Mexico,90.3
Nepal,79.6
"Moldova, Rep.",110.5
North Macedonia,96.7
Malta,92.1
Mauritius,87.1
Malaysia,102.5
Nigeria,124.5
Nicaragua,145.1
Netherlands,93.4
Norway,92.8
Peru,73.8
Philippines,85.1
Poland,96.7
Portugal,98.4
Paraguay,77.6
Romania,93.8
Russian Federation,73.3
Singapore,89.8
El Salvador,103.5
Serbia,85.2
Slovakia,95.9
Slovenia,98.0
Sweden,100.6
Thailand,95.2
Trinidad and Tobago,93.4
Turkey,77.6
"Taiwan, China",94.7
"Tanzania, United Rep.",8.8
Uganda,79.2
Uganda,79.2
Ukraine,110.8
United States,93.6
South Africa,82.6
Albania,94.7
Austria,93.3
Belgium,94.4
Bulgaria,100.9
Belarus,226.3
Brazil,6180714.3
Canada,94.2
Switzerland,101.1
Chile,90.0
China,87.2
Colombia,89.1
Costa Rica,85.3
Cyprus,98.8
Czech Republic,96.6
Germany,95.4
Denmark,95.1
Dominican Republic,79.2
"Egypt, Arab Rep.",45.3
Spain,98.7
Estonia,95.1
Finland,95.7
France,97.4
United Kingdom,94.6
Greece,105.6
Guatemala,105.6
"Hong Kong SAR, China",81.8
Honduras,235.6
Croatia,95.4
Hungary,90.0
Indonesia,78.0
India,95.5
Ireland,97.3
"Iran, Islamic Rep.",46.4
Iraq,94.4
Iceland,89.6
Israel,97.2
Italy,96.7
Jordan,81.9
Japan,97.3
"Korea, Rep.",93.9
"Lao, PDR",89.8
Sri Lanka,73.9
Lithuania,94.2
Luxembourg,94.2
Latvia,96.9
Mexico,90.7
Nepal,79.7
"Moldova, Rep.",110.7
North Macedonia,96.7
Malta,92.4
Mauritius,87.3
Malaysia,102.7
Nigeria,124.0
Nicaragua,146.2
Netherlands,93.1
Norway,93.1
Peru,74.0
Philippines,85.1
Poland,96.8
Portugal,98.4
Paraguay,77.9
Romania,94.0
Russian Federation,73.5
Singapore,90.1
El Salvador,103.5
Serbia,85.2
Slovakia,96.0
Slovenia,97.2
Sweden,100.9
Thailand,95.3
Trinidad and Tobago,93.6
Turkey,77.6
"Taiwan, China",94.7
"Tanzania, United Rep.",8.7
Uganda,79.6
Uganda,79.8
Ukraine,111.1
United States,93.6
South Africa,82.9
Albania,94.9
Austria,92.4
Belgium,95.0
Bulgaria,100.8
Belarus,232.0
Brazil,6207684.6
Canada,94.3
Switzerland,100.5
Chile,90.3
China,87.3
Colombia,89.6
Costa Rica,85.6
Cyprus,96.8
Czech Republic,97.3
Germany,95.0
Denmark,95.4
Dominican Republic,79.4
"Egypt, Arab Rep.",45.4
Spain,96.6
Estonia,95.0
Finland,96.0
France,96.7
United Kingdom,94.1
Greece,103.8
Guatemala,105.8
"Hong Kong SAR, China",82.3
Honduras,236.5
Croatia,94.8
Hungary,91.4
Indonesia,78.2
India,96.1
Ireland,96.4
"Iran, Islamic Rep.",46.9
Iraq,100.0
Iceland,89.2
Israel,97.1
Italy,96.5
Jordan,82.4
Japan,97.0
"Korea, Rep.",94.1
"Lao, PDR",89.7
Sri Lanka,73.7
Lithuania,93.9
Luxembourg,93.1
Latvia,96.5
Mexico,90.9
Nepal,80.3
"Moldova, Rep.",111.0
North Macedonia,96.7
Malta,91.0
Mauritius,87.8
Malaysia,102.8
Nigeria,129.8
Nicaragua,146.9
Netherlands,92.8
Norway,92.5
Peru,74.1
Philippines,85.5
Poland,96.7
Portugal,98.2
Paraguay,78.0
Romania,94.3
Russian Federation,73.7
Singapore,90.6
El Salvador,103.6
Serbia,85.5
Slovakia,96.4
Slovenia,95.7
Sweden,99.3
Thailand,95.3
Trinidad and Tobago,94.0
Turkey,77.6
"Taiwan, China",94.6
"Tanzania, United Rep.",9.0
Uganda,79.8
Uganda,79.8
Ukraine,111.2
United States,93.8
South Africa,83.2
Albania,95.3
Austria,92.9
Belgium,95.4
Bulgaria,100.8
Belarus,237.9
Brazil,6230462.3
Canada,94.6
Switzerland,100.7
Chile,90.7
China,87.4
Colombia,90.2
Costa Rica,85.8
Cyprus,97.0
Czech Republic,97.4
Germany,95.4
Denmark,96.5
Dominican Republic,79.5
"Egypt, Arab Rep.",45.6
Spain,96.5
Estonia,95.1
Finland,96.3
France,97.0
United Kingdom,94.5
Greece,101.3
Guatemala,106.1
"Hong Kong SAR, China",82.0
Honduras,237.4
Croatia,94.7
Hungary,91.7
Indonesia,78.5
India,96.7
Ireland,97.3
"Iran, Islamic Rep.",47.8
Iraq,96.2
Iceland,90.2
Israel,96.8
Italy,96.7
Jordan,82.2
Japan,97.2
"Korea, Rep.",94.5
"Lao, PDR",89.7
Sri Lanka,74.1
Lithuania,94.0
Luxembourg,94.8
Latvia,96.2
Mexico,91.2
Nepal,80.9
"Moldova, Rep.",111.6
North Macedonia,96.7
Malta,91.5
Mauritius,88.1
Malaysia,102.9
Nigeria,129.6
Nicaragua,147.9
Netherlands,93.3
Norway,93.1
Peru,74.4
Philippines,85.7
Poland,96.9
Portugal,98.1
Paraguay,78.9
Romania,94.6
Russian Federation,74.0
Singapore,90.7
El Salvador,103.7
Serbia,85.9
Slovakia,96.6
Slovenia,95.8
Sweden,99.8
Thailand,95.3
Trinidad and Tobago,94.1
Turkey,77.5
"Taiwan, China",94.5
"Tanzania, United Rep.",8.7
Uganda,80.3
Uganda,80.1
Ukraine,111.1
United States,94.1
South Africa,83.7
Albania,95.4
Austria,93.9
Belgium,95.4
Bulgaria,100.8
Belarus,243.1
Brazil,6249093.7
Canada,95.0
Switzerland,101.2
Chile,90.7
China,87.5
Colombia,90.3
Costa Rica,86.0
Cyprus,98.4
Czech Republic,97.2
Germany,95.9
Denmark,96.9
Dominican Republic,79.7
"Egypt, Arab Rep.",45.9
Spain,97.1
Estonia,96.0
Finland,96.6
France,97.8
United Kingdom,94.8
Greece,104.9
Guatemala,106.4
"Hong Kong SAR, China",82.6
Honduras,238.9
Croatia,95.7
Hungary,92.3
Indonesia,78.8
India,97.5
Ireland,98.3
"Iran, Islamic Rep.",48.7
Iraq,95.7
Iceland,91.0
Israel,97.1
Italy,97.1
Jordan,82.9
Japan,97.4
"Korea, Rep.",94.2
"Lao, PDR",90.1
Sri Lanka,74.7
Lithuania,94.9
Luxembourg,94.9
Latvia,96.7
Mexico,91.4
Nepal,81.1
"Moldova, Rep.",111.8
North Macedonia,96.9
Malta,93.1
Mauritius,88.3
Malaysia,103.0
Nigeria,134.3
Nicaragua,148.9
Netherlands,94.5
Norway,93.4
Peru,74.6
Philippines,86.0
Poland,97.2
Portugal,99.4
Paraguay,78.9
Romania,94.9
Russian Federation,74.3
Singapore,90.8
El Salvador,103.7
Serbia,86.4
Slovakia,96.9
Slovenia,97.0
Sweden,100.2
Thailand,95.4
Trinidad and Tobago,94.3
Turkey,77.8
"Taiwan, China",94.7
"Tanzania, United Rep.",8.8
Uganda,79.8
Uganda,79.7
Ukraine,110.8
United States,94.4
South Africa,84.8
Albania,95.6
Austria,94.2
Belgium,95.5
Bulgaria,100.8
Belarus,246.5
Brazil,6283710.7
Canada,95.4
Switzerland,101.3
Chile,90.8
China,87.7
Colombia,90.5
Costa Rica,86.2
Cyprus,100.0
Czech Republic,97.4
Germany,95.6
Denmark,97.0
Dominican Republic,80.0
"Egypt, Arab Rep.",46.2
Spain,98.4
Estonia,96.1
Finland,97.0
France,97.9
United Kingdom,95.2
Greece,105.9
Guatemala,106.7
"Hong Kong SAR, China",82.8
Honduras,240.9
Croatia,96.5
Hungary,92.8
Indonesia,79.1
India,98.3
Ireland,98.0
"Iran, Islamic Rep.",49.3
Iraq,96.5
Iceland,91.6
Israel,97.9
Italy,97.5
Jordan,83.4
Japan,97.7
"Korea, Rep.",94.2
"Lao, PDR",90.7
Sri Lanka,75.3
Lithuania,95.4
Luxembourg,95.1
Latvia,97.3
Mexico,91.5
Nepal,81.3
"Moldova, Rep.",112.0
North Macedonia,97.6
Malta,96.8
Mauritius,88.5
Malaysia,103.2
Nigeria,134.4
Nicaragua,150.0
Netherlands,94.9
Norway,93.8
Peru,74.8
Philippines,86.3
Poland,97.7
Portugal,99.5
Paraguay,79.1
Romania,94.8
Russian Federation,74.6
Singapore,91.0
El Salvador,104.0
Serbia,86.8
Slovakia,97.3
Slovenia,97.9
Sweden,100.6
Thailand,95.4
Trinidad and Tobago,94.3
Turkey,79.2
"Taiwan, China",95.0
"Tanzania, United Rep.",9.0
Uganda,80.9
Uganda,80.7
Ukraine,110.5
United States,94.7
South Africa,85.0
Albania,95.6
Austria,94.3
Belgium,95.7
Bulgaria,100.9
Belarus,249.0
Brazil,6305877.9
Canada,95.4
Switzerland,101.3
Chile,90.9
China,87.8
Colombia,90.7
Costa Rica,86.3
Cyprus,101.1
Czech Republic,97.5
Germany,95.9
Denmark,97.3
Dominican Republic,80.2
"Egypt, Arab Rep.",46.2
Spain,98.6
Estonia,96.4
Finland,97.3
France,98.0
United Kingdom,95.3
Greece,105.6
Guatemala,107.1
"Hong Kong SAR, China",83.0
Honduras,241.8
Croatia,96.7
Hungary,92.9
Indonesia,79.3
India,99.0
Ireland,98.0
"Iran, Islamic Rep.",50.0
Iraq,95.6
Iceland,91.9
Israel,97.9
Italy,97.4
Jordan,83.6
Japan,97.5
"Korea, Rep.",94.5
"Lao, PDR",91.0
Sri Lanka,75.5
Lithuania,95.7
Luxembourg,95.2
Latvia,97.4
Mexico,91.7
Nepal,82.7
"Moldova, Rep.",112.0
North Macedonia,97.5
Malta,98.1
Mauritius,88.7
Malaysia,103.1
Nigeria,135.9
Nicaragua,150.8
Netherlands,94.9
Norway,93.9
Peru,75.1
Philippines,86.7
Poland,97.7
Portugal,99.4
Paraguay,79.3
Romania,94.9
Russian Federation,74.9
Singapore,91.1
El Salvador,104.0
Serbia,86.9
Slovakia,97.4
Slovenia,98.5
Sweden,100.7
Thailand,95.6
Trinidad and Tobago,94.5
Turkey,80.1
"Taiwan, China",95.0
"Tanzania, United Rep.",8.7
Uganda,81.4
Uganda,81.2
Ukraine,110.6
United States,94.8
South Africa,85.0
Albania,95.4
Austria,94.6
Belgium,95.8
Bulgaria,101.2
Belarus,251.9
Brazil,6308877.3
Canada,95.1
Switzerland,101.1
Chile,90.9
China,87.9
Colombia,90.8
Costa Rica,86.2
Cyprus,101.7
Czech Republic,97.6
Germany,95.8
Denmark,97.1
Dominican Republic,80.4
"Egypt, Arab Rep.",46.3
Spain,98.6
Estonia,96.4
Finland,97.5
France,98.2
United Kingdom,95.1
Greece,105.5
Guatemala,107.3
"Hong Kong SAR, China",83.3
Honduras,243.1
Croatia,97.1
Hungary,93.2
Indonesia,79.7
India,99.9
Ireland,98.1
"Iran, Islamic Rep.",50.7
Iraq,96.8
Iceland,92.6
Israel,97.9
Italy,97.7
Jordan,84.1
Japan,97.3
"Korea, Rep.",94.6
"Lao, PDR",91.4
Sri Lanka,76.4
Lithuania,96.1
Luxembourg,95.3
Latvia,97.5
Mexico,91.9
Nepal,82.6
"Moldova, Rep.",111.7
North Macedonia,97.2
Malta,99.5
Mauritius,88.8
Malaysia,103.1
Nigeria,135.6
Nicaragua,151.7
Netherlands,94.4
Norway,93.6
Peru,75.3
Philippines,86.7
Poland,97.8
Portugal,99.3
Paraguay,79.5
Romania,95.0
Russian Federation,75.3
Singapore,91.3
El Salvador,104.0
Serbia,87.6
Slovakia,97.5
Slovenia,98.4
Sweden,100.4
Thailand,95.8
Trinidad and Tobago,94.6
Turkey,80.5
"Taiwan, China",95.0
"Tanzania, United Rep.",8.8
Uganda,81.5
Uganda,81.6
Ukraine,111.0
United States,94.9
South Africa,85.6
Albania,95.4
Austria,94.2
Belgium,96.0
Bulgaria,101.6
Belarus,253.1
Brazil,6355520.4
Canada,94.9
Switzerland,100.6
Chile,91.0
China,88.1
Colombia,91.1
Costa Rica,86.5
Cyprus,100.4
Czech Republic,97.8
Germany,96.2
Denmark,96.9
Dominican Republic,80.6
"Egypt, Arab Rep.",46.4
Spain,97.7
Estonia,96.3
Finland,97.1
France,97.7
United Kingdom,95.2
Greece,103.7
Guatemala,107.6
"Hong Kong SAR, China",81.1
Honduras,244.1
Croatia,97.0
Hungary,93.5
Indonesia,80.0
India,100.2
Ireland,98.1
"Iran, Islamic Rep.",51.8
Iraq,97.1
Iceland,91.6
Israel,98.2
Italy,98.1
Jordan,84.5
Japan,97.0
"Korea, Rep.",94.6
"Lao, PDR",91.8
Sri Lanka,77.5
Lithuania,95.7
Luxembourg,94.2
Latvia,96.8
Mexico,92.1
Nepal,84.5
"Moldova, Rep.",111.8
North Macedonia,97.2
Malta,99.5
Mauritius,89.0
Malaysia,103.2
Nigeria,136.3
Nicaragua,152.6
Netherlands,95.0
Norway,93.5
Peru,75.4
Philippines,86.7
Poland,97.9
Portugal,98.9
Paraguay,79.7
Romania,95.5
Russian Federation,75.8
Singapore,91.3
El Salvador,104.1
Serbia,88.7
Slovakia,97.7
Slovenia,97.1
Sweden,100.1
Thailand,95.8
Trinidad and Tobago,95.1
Turkey,80.1
"Taiwan, China",95.0
"Tanzania, United Rep.",8.8
Uganda,81.3
Uganda,81.3
Ukraine,111.4
United States,94.9
South Africa,85.9
Albania,95.5
Austria,94.2
Belgium,96.1
Bulgaria,101.7
Belarus,256.0
Brazil,6389906.8
Canada,94.9
Switzerland,100.4
Chile,90.6
China,88.3
Colombia,91.1
Costa Rica,86.9
Cyprus,100.6
Czech Republic,97.8
Germany,96.4
Denmark,97.0
Dominican Republic,81.2
"Egypt, Arab Rep.",46.5
Spain,97.9
Estonia,96.4
Finland,97.2
France,98.3
United Kingdom,95.6
Greece,101.8
Guatemala,108.0
"Hong Kong SAR, China",83.2
Honduras,245.3
Croatia,97.0
Hungary,93.7
Indonesia,80.6
India,100.8
Ireland,98.4
"Iran, Islamic Rep.",53.1
Iraq,97.2
Iceland,91.4
Israel,98.8
Italy,98.4
Jordan,84.7
Japan,97.3
"Korea, Rep.",94.7
"Lao, PDR",92.1
Sri Lanka,77.9
Lithuania,96.0
Luxembourg,95.6
Latvia,96.4
Mexico,92.3
Nepal,88.7
"Moldova, Rep.",112.2
North Macedonia,97.3
Malta,99.6
Mauritius,89.2
Malaysia,103.4
Nigeria,137.0
Nicaragua,153.4
Netherlands,95.1
Norway,93.0
Peru,75.7
Philippines,86.9
Poland,97.8
Portugal,98.4
Paraguay,79.8
Romania,95.7
Russian Federation,76.3
Singapore,91.4
El Salvador,104.2
Serbia,89.5
Slovakia,97.8
Slovenia,97.5
Sweden,100.0
Thailand,96.0
Trinidad and Tobago,95.3
Turkey,79.9
"Taiwan, China",95.1
"Tanzania, United Rep.",9.2
Uganda,81.3
Uganda,81.4
Ukraine,111.7
United States,95.0
South Africa,86.1
Albania,95.5
Austria,95.0
Belgium,96.1
Bulgaria,101.3
Belarus,257.1
Brazil,6423093.6
Canada,95.2
Switzerland,100.7
Chile,91.0
China,88.4
Colombia,91.3
Costa Rica,87.0
Cyprus,100.2
Czech Republic,97.5
Germany,96.3
Denmark,97.3
Dominican Republic,81.3
"Egypt, Arab Rep.",46.3
Spain,98.8
Estonia,96.8
Finland,97.5
France,97.9
United Kingdom,95.8
Greece,105.3
Guatemala,108.5
"Hong Kong SAR, China",83.0
Honduras,246.6
Croatia,96.8
Hungary,93.8
Indonesia,80.6
India,101.6
Ireland,97.9
"Iran, Islamic Rep.",54.2
Iraq,98.0
Iceland,92.0
Israel,98.2
Italy,98.0
Jordan,85.0
Japan,97.2
"Korea, Rep.",94.8
"Lao, PDR",92.3
Sri Lanka,78.4
Lithuania,96.7
Luxembourg,95.8
Latvia,96.9
Mexico,92.4
Nepal,89.0
"Moldova, Rep.",113.3
North Macedonia,97.9
Malta,98.4
Mauritius,89.6
Malaysia,103.5
Nigeria,137.4
Nicaragua,154.3
Netherlands,95.5
Norway,94.1
Peru,75.8
Philippines,87.2
Poland,97.8
Portugal,99.1
Paraguay,80.1
Romania,96.1
Russian Federation,76.8
Singapore,91.6
El Salvador,104.3
Serbia,90.0
Slovakia,98.1
Slovenia,98.4
Sweden,100.5
Thailand,96.3
Trinidad and Tobago,95.4
Turkey,80.1
"Taiwan, China",95.2
"Tanzania, United Rep.",8.9
Uganda,81.3
Uganda,81.5
Ukraine,111.5
United States,95.3
South Africa,86.4
Albania,95.8
Austria,95.2
Belgium,96.2
Bulgaria,101.5
Belarus,259.5
Brazil,6458642.2
Canada,95.5
Switzerland,100.8
Chile,91.0
China,88.5
Colombia,91.4
Costa Rica,87.1
Cyprus,100.7
Czech Republic,97.7
Germany,96.4
Denmark,97.4
Dominican Republic,81.5
"Egypt, Arab Rep.",46.8
Spain,100.3
Estonia,97.1
Finland,97.6
France,98.0
United Kingdom,96.3
Greece,105.6
Guatemala,108.8
"Hong Kong SAR, China",83.9
Honduras,247.9
Croatia,97.7
Hungary,94.0
Indonesia,81.0
India,102.4
Ireland,97.7
"Iran, Islamic Rep.",56.8
Iraq,98.2
Iceland,92.1
Israel,98.1
Italy,97.9
Jordan,85.1
Japan,97.1
"Korea, Rep.",94.9
"Lao, PDR",92.5
Sri Lanka,79.0
Lithuania,97.0
Luxembourg,96.0
Latvia,96.6
Mexico,92.6
Nepal,88.7
"Moldova, Rep.",113.9
North Macedonia,98.4
Malta,97.3
Mauritius,89.9
Malaysia,103.7
Nigeria,138.2
Nicaragua,155.3
Netherlands,96.0
Norway,94.2
Peru,76.0
Philippines,87.5
Poland,98.1
Portugal,99.5
Paraguay,80.2
Romania,96.7
Russian Federation,77.2
Singapore,91.6
El Salvador,104.4
Serbia,92.9
Slovakia,98.5
Slovenia,98.9
Sweden,100.5
Thailand,96.3
Trinidad and Tobago,96.2
Turkey,81.0
"Taiwan, China",95.5
"Tanzania, United Rep.",8.6
Uganda,81.7
Uganda,81.8
Ukraine,111.6
United States,95.5
South Africa,86.6
Albania,96.2
Austria,95.4
Belgium,96.3
Bulgaria,101.6
Belarus,262.6
Brazil,6498119.3
Canada,95.6
Switzerland,100.7
Chile,91.1
China,88.5
Colombia,91.5
Costa Rica,87.4
Cyprus,99.9
Czech Republic,97.5
Germany,96.5
Denmark,97.3
Dominican Republic,81.9
"Egypt, Arab Rep.",46.9
Spain,100.5
Estonia,96.8
Finland,97.3
France,97.9
United Kingdom,96.4
Greece,105.2
Guatemala,109.2
"Hong Kong SAR, China",84.2
Honduras,249.3
Croatia,97.7
Hungary,94.1
Indonesia,81.2
India,103.2
Ireland,97.4
"Iran, Islamic Rep.",58.8
Iraq,98.4
Iceland,92.6
Israel,97.9
Italy,97.8
Jordan,86.2
Japan,96.9
"Korea, Rep.",95.0
"Lao, PDR",92.7
Sri Lanka,78.8
Lithuania,96.9
Luxembourg,96.2
Latvia,96.7
Mexico,92.6
Nepal,89.0
"Moldova, Rep.",114.5
North Macedonia,98.7
Malta,95.0
Mauritius,89.8
Malaysia,103.7
Nigeria,139.6
Nicaragua,156.2
Netherlands,95.6
Norway,94.3
Peru,76.2
Philippines,87.6
Poland,98.2
Portugal,99.5
Paraguay,80.5
Romania,96.9
Russian Federation,77.5
Singapore,91.7
El Salvador,104.4
Serbia,93.6
Slovakia,98.5
Slovenia,99.3
Sweden,100.3
Thailand,96.4
Trinidad and Tobago,96.3
Turkey,81.7
"Taiwan, China",95.4
"Tanzania, United Rep.",8.5
Uganda,82.2
Uganda,82.2
Ukraine,111.9
United States,95.5
South Africa,86.6
Albania,96.0
Austria,95.6
Belgium,96.4
Bulgaria,102.1
Belarus,266.3
Brazil,6542825.1
Canada,95.1
Switzerland,100.5
Chile,91.3
China,88.7
Colombia,91.7
Costa Rica,87.5
Cyprus,99.8
Czech Republic,97.3
Germany,96.9
Denmark,97.2
Dominican Republic,82.2
"Egypt, Arab Rep.",47.3
Spain,100.5
Estonia,96.9
Finland,97.4
France,98.4
United Kingdom,96.6
Greece,105.0
Guatemala,109.5
"Hong Kong SAR, China",84.4
Honduras,250.5
Croatia,97.2
Hungary,94.3
Indonesia,81.4
India,104.1
Ireland,97.6
"Iran, Islamic Rep.",59.7
Iraq,98.4
Iceland,92.8
Israel,98.1
Italy,98.0
Jordan,86.5
Japan,96.7
"Korea, Rep.",95.1
"Lao, PDR",93.0
Sri Lanka,79.5
Lithuania,96.7
Luxembourg,96.0
Latvia,96.4
Mexico,92.7
Nepal,89.2
"Moldova, Rep.",115.1
North Macedonia,98.7
Malta,94.3
Mauritius,89.9
Malaysia,103.8
Nigeria,140.0
Nicaragua,157.0
Netherlands,95.3
Norway,94.4
Peru,76.4
Philippines,87.8
Poland,98.1
Portugal,99.6
Paraguay,80.9
Romania,96.9
Russian Federation,77.8
Singapore,91.8
El Salvador,104.5
Serbia,94.1
Slovakia,98.5
Slovenia,98.8
Sweden,100.4
Thailand,96.4
Trinidad and Tobago,96.4
Turkey,81.7
"Taiwan, China",95.5
"Tanzania, United Rep.",8.9
Uganda,83.2
Uganda,83.4
Ukraine,112.1
United States,95.4
South Africa,87.0
Albania,96.1
Austria,94.8
Belgium,96.2
Bulgaria,102.0
Belarus,274.2
Brazil,6574621.3
Canada,95.1
Switzerland,100.1
Chile,91.3
China,88.8
Colombia,91.9
Costa Rica,87.7
Cyprus,98.2
Czech Republic,98.1
Germany,96.0
Denmark,96.5
Dominican Republic,83.2
"Egypt, Arab Rep.",47.8
Spain,98.4
Estonia,96.4
Finland,97.1
France,97.6
United Kingdom,95.9
Greece,102.6
Guatemala,109.9
"Hong Kong SAR, China",84.5
Honduras,251.6
Croatia,97.1
Hungary,94.8
Indonesia,81.6
India,104.5
Ireland,97.0
"Iran, Islamic Rep.",61.3
Iraq,103.7
Iceland,92.8
Israel,97.8
Italy,98.1
Jordan,86.6
Japan,96.4
"Korea, Rep.",95.5
"Lao, PDR",93.4
Sri Lanka,79.0
Lithuania,96.1
Luxembourg,94.9
Latvia,95.9
Mexico,93.1
Nepal,88.5
"Moldova, Rep.",116.1
North Macedonia,99.0
Malta,92.8
Mauritius,90.1
Malaysia,103.9
Nigeria,140.9
Nicaragua,157.8
Netherlands,95.3
Norway,93.8
Peru,76.6
Philippines,87.9
Poland,98.0
Portugal,97.9
Paraguay,81.2
Romania,97.2
Russian Federation,78.0
Singapore,91.9
El Salvador,104.6
